Sr No,Movie Name,Storyline,,,,,,,,,
769, The Severed Sun,"Magpie lives in an isolated church community ruled over by her father, The Pastor. When a man is murdered, paranoia sets in and people start to whisper about a strange 'Beast' that lives in the forest.",,,,,,,,,
770, 5lbs of Pressure,"Trying to start over, Adam searches for redemption as he returns to his old neighborhood to put to rest his demons while the brother of the man he killed seeks revenge.",,,,,,,,,
771, Sisid Marino,"A married couple falls into depression after the death of their child. They turn to sex as a coping mechanism, but poverty takes its toll on them.",,,,,,,,,
772, Shirley,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.,,,,,,,,,
773, My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family.",,,,,,,,,
774, Air Force One Down,A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.,,,,,,,,,
775, The Bunker,"When mysterious alien ships appear in the sky, a scientist is sealed in an underground bunker and must create a bio-weapon to stop the unknown visitors, but paranoia and isolation cause her to question the true intention of her mission.",,,,,,,,,
776, Everything to Me,"A girl raised in Silicon Valley in the shadow of Steve Jobs' successful return to Apple, and his huge influence on her imagination, her aspirations and relationships.",,,,,,,,,
777, Went Up the Hill,"Jack ventures to remote New Zealand for the funeral of his estranged mother and meets her widow Jill. But his mother's spirit returns to inhabit each of their bodies, instigating a life-threatening three-way nocturnal dance.",,,,,,,,,
778, Sugar Baby,"An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.",,,,,,,,,
779, Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",,,,,,,,,
780, Poison,A love story about a couple reunited years after tragedy drove them apart. Their brief and intense meeting brings simmering pain and resentment to the surface but is a reminder too of cherished intimacies and the love they once shared.,,,,,,,,,
781, The Real Full Monty,"A group of male celebrities strip down to raise awareness for prostate, testicular, and colorectal cancer testing and research in this daring two-hour special.",,,,,,,,,
782, Padres,"The film tells the story of Virginia, who donates her eggs to her twin brother David and his partner Bruno so that they can become parents.",,,,,,,,,
783, Megamind vs,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon.",,, The Doom Syndicate,,,,,,
784, Chime,A school teacher is woken by a sound that fills him with dread.,,,,,,,,,
785, Die Hart 2: Die Harter,"Hart plans an innovative action film with unscripted, unexpected scenes to cement his legacy as the greatest. However, a blind spot leads him to fall victim to a vengeful plot from his past.",,,,,,,,,
786, Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints.",,,,,,,,,
787, Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.,,,,,,,,,
788, Blue Cave,"Navy soldier Cem embarks on trip to ""Blue Cave"" he promised wife Alara. Journey unveils details of their relationship, affirming enduring love beyond death.",,,,,,,,,
789, Munjya,"A young man's visit to his native village unveils a family secret and a vengeful spirit, the Munjya, who wants to get married. Now the young man must fight to protect himself and his love from Munjya's clutches.",,,,,,,,,
790, Shambhala,"In a Himalayan polyandrous village, pregnant Pema faces scrutiny as her husband vanishes. With her monk brother-in-law, her de facto spouse, she seeks him in the wild, unraveling her own self-discovery along the journey.",,,,,,,,,
791, Treasure,"An American journalist travels to Poland with her Holocaust survivor father to visit the places of his childhood. However, he sabotages the trip by avoiding reliving his trauma.",,,,,,,,,
792, Música,"A coming-of-age love story that follows an aspiring creator with synesthesia, who must come to terms with an uncertain future, while navigating the pressures of love, family, and his Brazilian culture in Newark, New Jersey.",,,,,,,,,
793, Endurance,"Maritime Heritage Trust locates Shackleton's shipwrecked Endurance near Antarctica in 1915. Shackleton and 27 crew survive incredible journey to South Georgia to seek rescue after ship sinks, showcasing human resilience against all odds.",,,,,,,,,
794, Chaperone,"Alienated by friends and family for her lack of ambition, 29-year-old Misha finds a dangerous acceptance in a bright 18-year-old athlete who mistakes her for a fellow student.",,,,,,,,,
795, Murder Mubarak,"During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than what meets the eye.",,,,,,,,,
796, Matt and Mara,"A young professor struggles in her marriage, only to meet Matt, a man from her past who wanders onto her university campus.",,,,,,,,,
797, Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's.",,,,,,,,,
798, Phir Aayi Hasseen Dillruba,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help.",,,,,,,,,
799, Cinderella's Curse,"Based on the same folktale that Disney updated and popularized for children, back in the 1950s.",,,,,,,,,
800, The Partisan,A Polish spy who works for the British during the Second World War is compromised in Warsaw after a betrayal and finds herself in a murky world of treachery.,,,,,,,,,
801, Sweet Dreams,"Follows Morris, who must coach a misfit softball team of his fellow housemates during his mandatory stay at Sweet Dreams sober living in order to get his life back on track.",,,,,,,,,
802, Johnny Puff: Secret Mission,Follows Johnny Puff and his friends as they embark on a secret mission to save Taigasville from the evil plans of Otto von Walrus.,,,,,,,,,
803, The Correspondent,"Award-winning journalist Peter Greste reports on the Arab Spring uprising, becoming entangled in a deadly game of rivalries. Imprisoned for seven years despite his innocence, he survives on wits alone before release in 2015.",,,,,,,,,
804, Ghost Killer,"After being possessed by the ghost of vengeful hit man Kudo, college student Fumika Matsuoka agrees to help him finish his quest for vengeance from beyond the grave.",,,,,,,,,
805, Abraham Ozler,"Revolves around the personal and professional lives of veteran cop Abraham Ozler, ACP Trichur, who at one time has to take up a serial killing case and the mysterious hunt begins.",,,,,,,,,
806, Agent Recon,"Alastair, the captain of a covert Earth security force, calls in super-powered rookie Jim to join a mission led by Colonel Green and his skilled Marines to track down a mysterious energy disturbance at a base in New Mexico.",,,,,,,,,
807, Max,"Inspector Arjun Mahakshay, law and order inspector reports to duty at a new police station after a 2 months suspension and faces an unexpected situation. Can Arjun save the day?",,,,,,,,,
808, The Freshly Cut Grass,"Pablo, a university professor, becomes romantically involved with a student. At the same time, Natalia, a university professor, becomes romantically involved with a student. Two paralleled stories, similar but different at the same time.",,,,,,,,,
